UserID,Gender,Age,CAP,Work
946,M,21,22072,Data Engineer
947,M,29,40061,Disoccupato
948,M,60,33048,Avvocato
949,M,46,21014,Programmatore
950,M,63,25123,Data Engineer
951,M,17,00061,Studente
952,M,54,03100,Attore
953,M,42,25043,Impiegato
954,F,20,84070,Disoccupato
955,F,37,03100,Data Engineer
956,M,54,45030,Dirigente
957,M,39,24020,Dirigente
958,M,49,21030,Operaio
959,M,16,14025,Studente
960,M,36,56022,Studente
961,M,39,45030,Studente
962,F,16,95127,Studente
963,M,38,20139,Disoccupato
964,M,33,33030,Data Engineer
965,M,41,01010,Data Engineer
966,M,28,45100,Operaio
967,F,60,33030,Disoccupato
968,M,14,83030,Studente
969,F,54,41058,Infermiere
970,M,40,35031,Disoccupato
971,M,24,14025,Avvocato
972,M,58,36012,Dirigente
973,F,61,00153,Dirigente
974,M,18,00018,Musicista
975,M,33,15063,Disoccupato
976,M,45,61029,Ingegnere
977,M,12,64023,Studente
978,M,46,28887,Disoccupato
979,M,58,17021,Studente
980,M,10,01010,Studente
981,M,23,10126,Impiegato
982,F,16,22076,Studente
983,F,53,33013,Attore
984,M,61,12032,Attore
985,M,46,25043,Data Analyst
986,F,30,80038,Disoccupato
987,F,44,84070,Programmatore
988,M,17,15077,Studente
989,M,49,35031,Disoccupato
990,M,46,28887,Ricercatore
991,F,28,64023,Data Scientis
992,F,18,15077,Direttore
993,M,9,40061,Studente
994,M,14,76012,Studente
995,F,61,86020,Data Analyst
996,M,28,41058,Programmatore
997,M,65,67069,Musicista
998,M,24,14025,Impiegato
999,M,45,64023,Autista
1000,F,23,12032,Ricercatore
1001,M,43,72022,Data Analyst
1002,M,56,40061,Infermiere
1003,M,42,21030,Operaio
1004,M,39,30020,Direttore
1005,M,9,87060,Studente
1006,M,47,20139,Data Analyst
1007,M,58,84066,Avvocato
1008,M,58,20131,Direttore
1009,M,53,00125,Data Engineer
1010,M,50,14025,Disoccupato
1011,M,10,47924,Studente
1012,F,21,41058,Dirigente
1013,M,48,17021,Architetto
1014,F,10,25043,Studente
1015,M,13,90143,Studente
1016,M,65,20131,Attore
1017,M,9,27024,Studente
1018,M,65,32030,Data Analyst
1019,M,28,21030,Dirigente
1020,M,65,21030,Impiegato
1021,M,53,63100,Disoccupato
1022,M,46,26010,Direttore
1023,M,44,15063,Architetto
1024,F,12,71032,Studente
1025,M,50,95127,Attore
1026,F,62,22072,Disoccupato
1027,M,34,33030,Data Analyst
1028,F,46,80038,Data Engineer
1029,M,36,67069,Disoccupato
1030,M,47,14100,Data Engineer
1031,M,34,32030,Attore
1032,M,20,64023,Attore
1033,M,43,15063,Insegnante
1034,F,9,35010,Studente
1035,M,29,36012,Operaio
1036,M,51,09099,Data Engineer
1037,M,54,70026,Data Engineer
1038,F,13,35010,Studente
1039,F,42,19020,Dirigente
1040,M,39,34149,Infermiere
1041,M,51,17021,Operaio
1042,M,40,28887,Insegnante
1043,F,54,47924,Infermiere
1044,M,21,76012,Impiegato
1045,F,28,30020,Studente
1046,M,30,40138,Atleta
1047,M,26,65027,Disoccupato
1048,M,45,87060,Ricercatore
1049,M,48,35031,Ingegnere
1050,M,56,21014,Dirigente
1051,F,20,71032,Disoccupato
1052,F,43,35010,Operaio
1053,M,28,33050,Disoccupato
1054,M,58,47924,Studente
1055,M,46,28887,Disoccupato
1056,M,40,36100,Disoccupato
1057,M,59,45030,Programmatore
1058,M,23,33048,Dirigente
1059,F,59,80038,Disoccupato
1060,M,13,01010,Studente
1061,M,31,00018,Disoccupato
1062,M,27,03100,Musicista
1063,M,32,95127,Data Engineer
1064,M,56,80038,Data Engineer
1065,F,57,21030,Disoccupato
1066,M,11,45100,Studente
1067,M,55,25123,Avvocato
1068,F,45,00018,Data Analyst
1069,M,26,47924,Impiegato
1070,F,30,21030,Operaio
1071,M,56,15063,Attore
1072,F,31,86020,Data Engineer
1073,F,37,15063,Ricercatore
1074,M,30,33013,Programmatore
1075,F,44,14025,Ricercatore
1076,F,58,20023,Direttore
1077,M,22,33050,Direttore
1078,F,44,20020,Data Scientis
1079,M,57,34149,Data Engineer
1080,M,46,76012,Data Engineer
1081,M,46,14025,Data Analyst
1082,M,41,40138,Data Engineer
1083,M,48,61029,Disoccupato
1084,M,25,95127,Musicista
1085,M,37,72022,Data Engineer
1086,M,11,35010,Studente
1087,M,31,20023,Attore
1088,F,23,84070,Studente
1089,M,18,40138,Ricercatore
1090,M,42,28887,Data Engineer
1091,M,14,33013,Studente
1092,F,58,15077,Data Analyst
1093,M,59,50055,Ingegnere
1094,F,57,64023,Disoccupato
1095,F,58,45030,Ricercatore
1096,M,9,47924,Studente
1097,M,57,40138,Programmatore
1098,M,39,33013,Data Engineer
1099,M,49,20139,Programmatore
1100,M,57,15077,Disoccupato
1101,M,38,87060,Dirigente
1102,M,43,14100,Dirigente
1103,F,59,19020,Data Engineer
1104,M,29,00061,Infermiere
1105,M,22,70026,Ricercatore
1106,M,22,28887,Data Analyst
1107,F,9,33013,Studente
1108,M,51,35124,Dirigente
1109,M,44,33048,Studente
1110,F,46,35010,Ricercatore
1111,F,14,22072,Studente
1112,M,63,56022,Ricercatore
1113,M,11,15063,Studente
1114,F,58,32030,Data Scientis
1115,F,28,41058,Dirigente
1116,M,45,27024,Autista
1117,M,45,09099,Ingegnere
1118,M,35,25043,Architetto
1119,M,57,24020,Dirigente
1120,M,53,80038,Data Analyst
1121,M,32,17021,Data Engineer
1122,M,10,33048,Studente
1123,M,37,50055,Disoccupato
1124,M,16,71032,Studente
1125,F,65,70037,Data Analyst
1126,M,61,84070,Attore
1127,M,48,36100,Disoccupato
1128,M,31,09078,Dirigente
1129,M,9,61029,Studente
1130,M,43,00125,Data Engineer
1131,M,21,56022,Architetto
1132,M,42,36100,Avvocato
1133,M,44,25123,Operaio
1134,M,61,10126,Impiegato
1135,M,9,45100,Studente
1136,F,14,36100,Studente
1137,M,22,56022,Data Analyst
1138,M,44,09099,Avvocato
1139,M,33,32030,Dirigente
1140,F,31,15067,Operaio
1141,F,36,67069,Direttore
1142,M,52,61029,Dirigente
1143,M,58,00018,Data Engineer
1144,M,26,33048,Data Engineer
1145,M,40,36012,Direttore
1146,F,34,33050,Attore
1147,M,63,85024,Impiegato
1148,M,42,33050,Programmatore
1149,M,36,25123,Avvocato
1150,F,48,25043,Impiegato
1151,M,44,83030,Autista
1152,M,38,76012,Data Analyst
1153,M,40,70026,Studente
1154,F,14,35031,Studente
1155,M,26,20139,Avvocato
1156,F,50,19020,Operaio
1157,M,42,21030,Data Engineer
1158,F,24,15077,Dirigente
1159,M,36,40138,Disoccupato
1160,M,54,33013,Ingegnere
1161,M,45,47924,Disoccupato
1162,F,59,09010,Disoccupato
1163,M,40,44020,Studente
1164,F,45,64023,Musicista
1165,M,24,00061,Avvocato
1166,M,29,09099,Ricercatore
1167,F,12,00153,Studente
1168,F,12,71032,Studente
1169,M,34,63100,Impiegato
1170,M,11,00153,Studente
1171,M,9,40138,Studente
1172,F,33,15067,Disoccupato
1173,F,55,70026,Data Engineer
1174,F,32,22072,Attore
1175,F,59,63100,Operaio
1176,M,36,47030,Dirigente
1177,F,38,26010,Programmatore
1178,M,53,84066,Disoccupato
1179,M,50,44121,Dirigente
1180,F,59,65017,Impiegato
1181,M,60,21014,Data Engineer
1182,M,12,15067,Studente
1183,M,41,76012,Musicista
1184,F,63,56022,Data Analyst
1185,F,18,41058,Dirigente
1186,M,55,21014,Musicista
1187,F,29,10126,Disoccupato
1188,M,58,61029,Data Engineer
1189,M,45,45100,Disoccupato
1190,M,22,35031,Disoccupato
1191,F,21,56022,Disoccupato
1192,M,26,72022,Attore
1193,M,44,15067,Avvocato
1194,F,37,32030,Dirigente
1195,F,64,20023,Studente
1196,F,47,15077,Ingegnere
1197,M,62,86020,Dirigente
1198,M,46,71032,Studente
1199,M,58,20023,Architetto
1200,M,34,00125,Disoccupato
1201,M,39,33030,Data Analyst
1202,M,16,09078,Studente
1203,F,12,25043,Studente
1204,M,32,12032,Data Engineer
1205,F,52,40138,Disoccupato
1206,F,20,17021,Data Engineer
1207,M,21,09099,Disoccupato
1208,M,60,26010,Disoccupato
1209,M,25,76012,Data Engineer
1210,M,10,63100,Studente
1211,M,64,44020,Data Analyst
1212,F,42,64023,Dirigente
1213,M,51,65027,Disoccupato
1214,M,20,15077,Architetto
1215,M,31,35010,Programmatore
1216,M,35,34149,Operaio
1217,M,39,28887,Avvocato
1218,M,20,26010,Autista
1219,M,43,15077,Data Engineer
1220,M,25,14100,Studente
1221,M,57,35010,Disoccupato
1222,M,27,61029,Disoccupato
1223,M,57,35010,Operaio
1224,M,48,20023,Architetto
1225,M,18,22076,Data Engineer
1226,M,13,76012,Studente
1227,M,55,35031,Dirigente
1228,M,21,09099,Dirigente
1229,F,29,45030,Data Analyst
1230,M,10,72022,Studente
1231,M,60,45030,Avvocato
1232,F,64,27024,Data Analyst
1233,F,39,10126,Impiegato
1234,M,58,70026,Data Analyst
1235,F,38,83030,Data Engineer
1236,F,20,15077,Dirigente
1237,M,44,65027,Data Analyst
1238,F,32,70026,Impiegato
1239,F,22,73020,Impiegato
1240,F,26,67069,Ingegnere
1241,M,52,17021,Studente
1242,F,16,80038,Studente
1243,M,31,26100,Autista
1244,M,49,45100,Data Analyst
1245,M,52,65027,Programmatore
1246,M,26,84070,Data Analyst
1247,M,41,35010,Disoccupato
1248,F,59,01010,Impiegato
1249,M,41,19020,Operaio
1250,M,27,56022,Disoccupato
1251,M,61,26100,Data Engineer
1252,M,61,67069,Architetto
1253,F,51,56022,Impiegato
1254,F,41,09078,Dirigente
1255,M,23,22076,Programmatore
1256,M,13,00061,Studente
1257,F,17,85024,Studente
1258,M,60,65027,Data Engineer
1259,M,13,83030,Studente
1260,M,35,83030,Programmatore
1261,M,58,90143,Data Analyst
1262,M,32,19020,Data Analyst
1263,M,32,12032,Studente
1264,M,55,65027,Dirigente
1265,F,57,32030,Impiegato
1266,M,41,32030,Data Analyst
1267,M,19,20020,Autista
1268,M,37,17021,Operaio
1269,F,21,47924,Architetto
1270,M,30,76012,Ricercatore
1271,F,61,01010,Ricercatore
1272,M,26,27024,Impiegato
1273,M,63,15067,Operaio
1274,M,12,71032,Studente
1275,M,39,33030,Programmatore
1276,M,31,61029,Programmatore
1277,F,22,50055,Disoccupato
1278,M,19,19020,Data Analyst
1279,M,15,14025,Studente
1280,M,50,09010,Studente
1281,M,36,87060,Musicista
1282,M,33,03100,Dirigente
1283,F,49,64023,Dirigente
1284,M,14,27024,Studente
1285,M,52,25043,Data Analyst
1286,M,50,30020,Programmatore
1287,F,55,33030,Data Engineer
1288,F,65,73020,Musicista
1289,M,19,22072,Ricercatore
1290,M,36,03100,Disoccupato
1291,F,42,33048,Disoccupato
1292,M,13,26100,Studente
1293,M,53,20023,Insegnante
1294,F,29,00153,Impiegato
1295,F,51,15077,Ricercatore
1296,M,19,14025,Disoccupato
1297,M,30,12032,Data Engineer
1298,M,43,34149,Ricercatore
1299,M,24,65017,Ingegnere
1300,M,10,22076,Studente
1301,F,26,03100,Operaio
1302,M,24,84070,Data Analyst
1303,M,26,95127,Musicista
1304,M,37,22076,Ingegnere
1305,M,37,65027,Impiegato
1306,M,33,21014,Direttore
1307,M,27,33030,Architetto
1308,M,45,33050,Studente
1309,M,22,86020,Ingegnere
1310,M,48,25043,Disoccupato
1311,M,22,65017,Studente
1312,M,13,44020,Studente
1313,M,26,30020,Data Analyst
1314,F,54,10086,Data Analyst
1315,M,14,19020,Studente
1316,M,27,20131,Operaio
1317,M,20,34149,Data Engineer
1318,M,19,00153,Attore
1319,F,10,12032,Studente
1320,M,24,15063,Data Analyst
1321,F,36,26010,Ingegnere
1322,M,10,40061,Studente
1323,F,54,20131,Operaio
1324,M,31,86020,Attore
1325,M,55,24020,Dirigente
1326,F,59,65027,Disoccupato
1327,M,26,27024,Studente
1328,M,49,90143,Ingegnere
1329,M,51,21014,Ingegnere
1330,M,41,26010,Dirigente
1331,M,19,67069,Disoccupato
1332,M,33,20020,Data Engineer
1333,M,11,33050,Studente
1334,M,50,20131,Data Engineer
1335,M,37,17021,Disoccupato
1336,F,40,09099,Impiegato
1337,M,46,63100,Programmatore
1338,M,56,00125,Disoccupato
1339,M,62,72022,Atleta
1340,M,26,26010,Data Engineer
1341,M,58,26100,Data Engineer
1342,M,55,35031,Disoccupato
1343,M,19,90143,Ingegnere
1344,F,43,33050,Data Scientis
1345,F,57,22076,Operaio
1346,M,11,64023,Studente
1347,F,44,87060,Dirigente
1348,F,45,19020,Studente
1349,M,19,71032,Data Engineer
1350,F,65,00061,Disoccupato
1351,F,31,22072,Programmatore
1352,M,39,40061,Impiegato
1353,M,41,76012,Studente
1354,F,48,35010,Operaio
1355,F,62,28887,Impiegato
1356,F,21,35031,Data Analyst
1357,M,51,24020,Disoccupato
1358,M,44,15063,Programmatore
1359,M,30,67069,Dirigente
1360,M,60,40061,Impiegato
1361,F,46,12032,Disoccupato
1362,M,37,10086,Avvocato
1363,M,28,01010,Data Engineer
1364,F,49,21014,Operaio
1365,F,21,00125,Studente
1366,M,21,24020,Studente
1367,M,49,00153,Avvocato
1368,F,35,50055,Direttore
1369,M,33,83030,Insegnante
1370,M,44,83030,Operaio
1371,F,59,70037,Operaio
1372,M,64,73020,Studente
1373,F,61,65017,Dirigente
1374,M,48,27024,Dirigente
1375,F,33,73020,Insegnante
1376,F,36,36100,Dirigente
1377,M,36,01010,Attore
1378,F,38,76012,Data Engineer
1379,F,33,20139,Architetto
1380,M,38,71032,Studente
1381,M,18,47924,Infermiere
1382,F,25,83030,Dirigente
1383,F,44,64023,Data Engineer
1384,M,21,40138,Studente
1385,F,19,70037,Insegnante
1386,F,19,34149,Disoccupato
1387,F,10,33030,Studente
1388,M,15,86020,Studente
1389,M,18,09010,Programmatore
1390,M,30,34149,Attore
1391,M,23,41058,Autista
1392,M,43,84070,Direttore
1393,M,25,85024,Data Analyst
1394,F,59,90143,Direttore
1395,M,46,26010,Operaio
1396,F,48,44121,Avvocato
1397,M,64,44121,Data Engineer
1398,F,29,90143,Attore
1399,M,57,56022,Programmatore
1400,M,57,22072,Data Engineer
1401,F,27,83030,Dirigente
1402,M,43,40061,Data Analyst
1403,F,43,45030,Disoccupato
1404,M,26,32030,Attore
1405,M,45,65027,Architetto
1406,M,57,20020,Data Analyst
1407,F,34,10086,Autista
1408,M,65,63100,Disoccupato
1409,M,46,21030,Data Analyst
1410,M,61,70026,Data Engineer
1411,M,50,15067,Dirigente
1412,M,27,32030,Programmatore
1413,M,48,01010,Direttore
1414,M,32,14100,Data Analyst
1415,M,56,35124,Ingegnere
1416,M,64,15077,Ingegnere
1417,M,51,95127,Attore
1418,M,37,03100,Data Analyst
1419,F,10,35010,Studente
1420,M,32,34149,Data Analyst
1421,F,18,40138,Studente
1422,M,22,45030,Programmatore
1423,M,34,84070,Data Analyst
1424,M,18,47030,Disoccupato
1425,M,33,27024,Studente
1426,M,23,80038,Ingegnere
1427,M,12,86020,Studente
1428,F,14,35010,Studente
1429,F,27,86020,Direttore
1430,M,54,83030,Data Analyst
1431,M,13,33048,Studente
1432,M,36,65027,Dirigente
1433,F,40,09078,Ingegnere
1434,F,62,84066,Studente
1435,M,44,26100,Ingegnere
1436,F,54,65027,Ricercatore
1437,M,57,00061,Direttore
1438,M,18,27024,Operaio
1439,M,40,44020,Direttore
1440,M,12,20139,Studente
1441,M,34,14025,Attore
1442,M,25,35010,Operaio
1443,M,38,44020,Operaio
1444,F,11,25123,Studente
1445,M,34,00153,Operaio
1446,M,55,35031,Avvocato
1447,M,45,25043,Data Analyst
1448,F,20,22076,Direttore
1449,M,44,09099,Impiegato
1450,M,34,76012,Data Analyst
1451,M,20,10126,Impiegato
1452,F,20,17021,Architetto
1453,M,61,36100,Ingegnere
1454,M,21,33013,Data Analyst
1455,F,37,24020,Disoccupato
1456,M,65,30020,Operaio
1457,M,10,35010,Studente
1458,M,58,65027,Disoccupato
1459,F,32,00061,Disoccupato
1460,F,60,50055,Data Analyst
1461,F,19,76012,Disoccupato
1462,M,34,84066,Attore
1463,M,52,27024,Attore
1464,M,62,61029,Avvocato
1465,M,28,34149,Attore
1466,M,15,45100,Studente
1467,M,26,36100,Insegnante
1468,M,30,83030,Ingegnere
1469,M,10,40138,Studente
1470,M,47,25043,Data Analyst
1471,M,14,36100,Studente
1472,M,50,00125,Data Engineer
1473,M,31,33048,Ingegnere
1474,M,37,20139,Data Analyst
1475,F,45,35031,Operaio
1476,F,36,85024,Disoccupato
1477,F,26,21030,Dirigente
1478,M,39,41058,Studente
1479,F,57,15063,Operaio
1480,M,59,21030,Impiegato
1481,M,31,33030,Programmatore
1482,M,14,33030,Studente
1483,M,21,90143,Data Analyst
1484,M,9,56022,Studente
1485,F,54,47924,Data Scientis
1486,M,65,36100,Attore
1487,M,36,71032,Data Engineer
1488,M,37,09099,Data Engineer
1489,F,29,70037,Operaio
1490,M,65,41058,Data Engineer
1491,M,53,45100,Data Analyst
1492,M,24,40138,Avvocato
1493,F,56,15077,Ingegnere
1494,M,61,36012,Programmatore
1495,M,20,44121,Disoccupato
1496,M,58,17021,Programmatore
1497,M,60,35124,Insegnante
1498,M,61,33050,Data Analyst
1499,M,53,09010,Studente
1500,M,38,15067,Programmatore
1501,M,52,35124,Infermiere
1502,M,49,33013,Data Analyst
1503,M,24,26100,Avvocato
1504,M,54,14100,Musicista
1505,M,22,90143,Infermiere
1506,M,33,22076,Data Engineer
1507,M,61,20020,Programmatore
1508,F,58,35010,Studente
1509,M,51,95127,Disoccupato
1510,F,58,00018,Dirigente
1511,M,55,25043,Avvocato
1512,M,65,10126,Impiegato
1513,F,20,84070,Attore
1514,M,41,24020,Data Analyst
1515,M,29,34149,Attore
1516,F,14,20131,Studente
1517,M,28,26100,Disoccupato
1518,M,44,14025,Operaio
1519,M,35,47924,Data Analyst
1520,M,34,00125,Programmatore
1521,F,25,84066,Data Engineer
1522,M,41,65017,Impiegato
1523,M,21,00061,Programmatore
1524,M,12,25043,Studente
1525,F,65,22076,Attore
1526,M,21,50055,Programmatore
1527,M,12,45030,Studente
1528,M,44,56022,Autista
1529,M,25,21014,Data Analyst
1530,M,11,70037,Studente
1531,M,10,41058,Studente
1532,M,16,56022,Studente
1533,M,14,64023,Studente
1534,M,52,20131,Avvocato
1535,F,55,35124,Impiegato
1536,F,22,20020,Direttore
1537,M,52,34149,Impiegato
1538,M,30,33050,Direttore
1539,M,63,70026,Direttore
1540,M,27,65027,Disoccupato
1541,M,45,32030,Programmatore
1542,M,41,22072,Programmatore
1543,M,10,33013,Studente
1544,M,16,28887,Studente
1545,M,19,80038,Impiegato
1546,M,43,83030,Data Analyst
1547,M,62,19020,Architetto
1548,M,58,65027,Dirigente
1549,M,27,33030,Ricercatore
1550,M,63,21030,Data Analyst
1551,M,10,84070,Studente
1552,M,26,95127,Impiegato
1553,F,44,01010,Autista
1554,F,64,40138,Avvocato
1555,F,43,09010,Disoccupato
1556,M,58,32030,Data Analyst
1557,F,23,95127,Data Analyst
1558,M,37,15063,Ricercatore
1559,M,56,12032,Dottore
1560,F,24,17021,Direttore
1561,F,51,24020,Data Analyst
1562,M,36,73020,Impiegato
1563,F,9,44020,Studente
1564,M,42,25123,Dirigente
1565,M,35,26010,Programmatore
1566,M,57,76012,Attore
1567,M,62,47924,Avvocato
1568,F,46,40061,Studente
1569,F,25,01010,Architetto
1570,M,39,65027,Programmatore
1571,M,46,47924,Impiegato
1572,F,28,76012,Direttore
1573,M,61,87060,Disoccupato
1574,M,17,21030,Studente
1575,F,26,45100,Data Engineer
1576,F,43,09099,Data Scientis
1577,M,60,65027,Disoccupato
1578,M,39,56022,Data Analyst
1579,M,59,35031,Disoccupato
1580,F,38,30020,Data Analyst
1581,F,18,22072,Data Analyst
1582,M,16,27024,Studente
1583,M,36,44020,Ricercatore
1584,M,38,33050,Musicista
1585,M,28,33013,Impiegato
1586,M,33,40138,Data Engineer
1587,F,44,09099,Direttore
1588,M,9,35031,Studente
1589,M,64,95127,Disoccupato
1590,M,27,25043,Dirigente
1591,M,35,03100,Data Engineer
1592,M,27,86020,Data Engineer
1593,M,11,85024,Studente
1594,F,31,83030,Impiegato
1595,M,11,33050,Studente
1596,F,24,00125,Insegnante
1597,M,29,70037,Avvocato
1598,M,9,70026,Studente
1599,M,53,36012,Disoccupato
1600,M,53,70026,Data Engineer
1601,M,40,35031,Avvocato
1602,F,59,86020,Data Engineer
1603,F,52,45030,Disoccupato
1604,M,58,61029,Infermiere
1605,F,38,61029,Disoccupato
1606,F,44,21014,Direttore
1607,M,55,35010,Dirigente
1608,M,23,00153,Infermiere
1609,F,64,01010,Data Scientis
1610,M,43,21030,Infermiere
1611,M,51,15077,Disoccupato
1612,M,12,87060,Studente
1613,M,63,44121,Impiegato
1614,M,44,64023,Disoccupato
1615,F,55,14100,Data Engineer
1616,M,48,33030,Disoccupato
1617,M,28,71032,Avvocato
1618,M,17,45030,Studente
1619,M,36,84070,Direttore
1620,M,57,14100,Impiegato
1621,M,59,35124,Data Analyst
1622,M,32,41058,Data Analyst
1623,M,22,72022,Autista
1624,M,43,33050,Disoccupato
1625,M,30,21030,Disoccupato
1626,M,53,83030,Data Analyst
1627,M,19,26100,Programmatore
1628,M,22,00125,Impiegato
1629,M,63,44121,Data Analyst
1630,M,36,33050,Programmatore
1631,F,12,28887,Studente
1632,M,28,21030,Attore
1633,F,44,84066,Data Engineer
1634,F,63,26100,Disoccupato
1635,M,53,33048,Disoccupato
1636,F,48,33030,Musicista
1637,M,62,15063,Disoccupato
1638,F,19,83030,Programmatore
1639,M,24,73020,Programmatore
1640,M,12,84066,Studente
1641,M,30,26010,Disoccupato
1642,M,60,40138,Architetto
1643,M,55,26100,Operaio
1644,M,42,67069,Avvocato
1645,F,22,09099,Data Scientis
1646,M,53,20131,Impiegato
1647,M,50,65027,Atleta
1648,M,35,33050,Ingegnere
1649,M,54,15063,Musicista
1650,M,52,20020,Musicista
1651,M,21,61029,Avvocato
1652,M,14,35124,Studente
1653,M,58,14025,Disoccupato
1654,F,38,35010,Disoccupato
1655,M,24,83030,Data Analyst
1656,M,9,12032,Studente
1657,F,28,72022,Disoccupato
1658,F,62,33030,Ricercatore
1659,F,61,21014,Data Scientis
1660,F,12,14100,Studente
1661,M,65,26010,Data Engineer
1662,M,45,00061,Avvocato
1663,M,57,72022,Data Analyst
1664,F,51,33050,Data Analyst
1665,M,30,83030,Programmatore
1666,M,38,95127,Ingegnere
1667,M,37,84070,Attore
1668,M,46,73020,Operaio
1669,F,51,22076,Programmatore
1670,F,52,36100,Architetto
1671,M,27,65027,Disoccupato
1672,M,54,00125,Programmatore
1673,M,17,21014,Studente
1674,M,31,30020,Operaio
1675,F,30,44121,Ricercatore
1676,M,10,35010,Studente
1677,M,61,85024,Ingegnere
1678,F,49,30020,Programmatore
1679,M,45,80038,Avvocato
1680,M,16,40061,Studente
1681,M,22,09099,Data Analyst
1682,M,42,09010,Operaio
1683,F,14,80038,Studente
1684,M,41,14025,Direttore
1685,M,30,35031,Avvocato
1686,M,60,84066,Avvocato
1687,M,62,30020,Direttore
1688,F,31,33048,Data Analyst
1689,M,48,20020,Insegnante
1690,M,63,03100,Attore
1691,F,45,84070,Programmatore
1692,M,11,83030,Studente
1693,M,62,87060,Avvocato
1694,M,44,26100,Avvocato
1695,M,44,85024,Dirigente
1696,M,61,00153,Data Engineer
1697,F,30,33050,Data Analyst
1698,M,39,73020,Operaio
1699,F,15,30020,Studente
1700,M,40,33030,Impiegato
1701,F,56,30020,Data Analyst
1702,M,35,20020,Studente
1703,M,63,33050,Autista
1704,M,63,35031,Data Analyst
1705,F,48,00125,Data Analyst
1706,M,65,15067,Impiegato
1707,M,56,47924,Dirigente
1708,M,12,73020,Studente
1709,M,48,14100,Disoccupato
1710,M,64,36100,Disoccupato
1711,F,14,25123,Studente
1712,M,16,25043,Studente
1713,M,26,83030,Disoccupato
1714,M,26,33050,Programmatore
1715,M,65,17021,Attore
1716,M,17,47924,Studente
1717,F,63,64023,Ricercatore
1718,M,52,45030,Data Analyst
1719,M,13,83030,Studente
1720,M,44,45100,Data Analyst
1721,M,50,34149,Musicista
1722,M,24,00061,Disoccupato
1723,M,47,36012,Programmatore
1724,M,44,14100,Data Analyst
1725,M,62,63100,Musicista
1726,M,49,84066,Operaio
1727,M,25,72022,Attore
1728,M,13,33048,Studente
1729,M,57,72022,Data Engineer
1730,F,49,67069,Data Analyst
1731,F,51,09078,Disoccupato
1732,M,22,36012,Data Analyst
1733,M,28,64023,Ingegnere
1734,M,58,20139,Programmatore
1735,M,51,83030,Impiegato
1736,M,27,83030,Dottore
1737,M,26,00125,Impiegato
1738,M,22,35124,Attore
1739,M,15,44121,Studente
1740,M,34,00018,Dirigente
1741,M,39,09099,Data Engineer
1742,M,29,65017,Autista
1743,M,55,47030,Programmatore
1744,M,45,20023,Avvocato
1745,M,22,00153,Disoccupato
1746,M,24,85024,Data Analyst
1747,M,18,09010,Disoccupato
1748,M,50,80038,Dirigente
1749,M,26,00061,Operaio
1750,M,31,36100,Insegnante
1751,M,47,00153,Impiegato
1752,M,51,15063,Direttore
1753,M,24,20131,Ricercatore
1754,M,18,20131,Musicista
1755,F,9,87060,Studente
1756,F,26,44020,Dirigente
1757,M,47,00153,Data Analyst
1758,F,29,20020,Disoccupato
1759,M,10,65017,Studente
1760,F,65,65027,Direttore
1761,M,38,20023,Disoccupato
1762,M,46,19020,Ingegnere
1763,M,46,00125,Data Engineer
1764,M,28,26100,Disoccupato
1765,M,52,44121,Data Analyst
1766,F,26,33030,Disoccupato
1767,M,28,25123,Impiegato
1768,M,56,40061,Attore
1769,M,33,73020,Programmatore
1770,M,64,47030,Attore
1771,M,44,45100,Programmatore
1772,M,12,33050,Studente
1773,M,50,36100,Data Analyst
1774,M,10,26010,Studente
1775,M,60,30020,Data Analyst
1776,M,21,15063,Disoccupato
1777,M,21,65017,Impiegato
1778,M,31,20131,Data Analyst
1779,M,34,36012,Dirigente
1780,M,55,33050,Dirigente
1781,F,57,34149,Disoccupato
1782,M,42,33050,Disoccupato
1783,M,48,24020,Data Analyst
1784,M,42,50055,Impiegato
1785,M,60,36012,Data Analyst
1786,M,58,45030,Dirigente
1787,M,52,36100,Dottore
1788,M,40,26010,Operaio
1789,M,10,17021,Studente
1790,M,45,35031,Disoccupato
1791,M,48,86020,Data Analyst
1792,F,36,90143,Operaio
1793,M,60,25123,Data Analyst
1794,M,49,44121,Infermiere
1795,M,40,76012,Programmatore
1796,M,12,34149,Studente
1797,M,26,10126,Data Engineer
1798,M,35,26100,Infermiere
1799,M,34,33050,Infermiere
1800,M,34,19020,Data Analyst
1801,F,48,27024,Ricercatore
1802,M,30,15067,Data Analyst
1803,M,20,35010,Operaio
1804,M,38,36100,Data Engineer
1805,M,24,20020,Data Analyst
1806,M,20,20131,Data Analyst
1807,M,60,47924,Programmatore
1808,F,19,26100,Data Analyst
1809,F,61,00061,Ingegnere
1810,M,54,03100,Architetto
1811,M,46,14100,Operaio
1812,F,51,03100,Avvocato
1813,F,39,20020,Ricercatore
1814,M,64,44121,Data Engineer
1815,M,40,33048,Dirigente
1816,F,44,71032,Data Scientis
1817,M,30,00018,Dirigente
1818,M,16,25043,Studente
1819,F,17,21030,Studente
1820,M,43,17021,Impiegato
1821,M,13,03100,Studente
1822,F,46,15077,Disoccupato
1823,F,62,00061,Dirigente
1824,F,64,67069,Data Analyst
1825,M,60,00125,Data Engineer
1826,M,57,35031,Infermiere
1827,F,15,87060,Studente
1828,M,31,25123,Data Analyst
1829,M,36,44121,Attore
1830,M,25,61029,Data Analyst
1831,M,36,09010,Data Analyst
1832,F,41,63100,Data Analyst
1833,M,29,40061,Programmatore
